chr	Start	End	Length	rpm	smoothPeak	midpoint	avgWT_count	overlap_wt
43	1	113422	113993	572	305.641953019766	113510	113524	441.484126281198	1
44	1	114623	114811	189	51.8795598220049	114665	114679	211.933967467506	1
45	1	119599	119876	278	168.003023865519	119707	119733	144.392042747338	1
46	1	124500	124667	168	105.2173186658	124588	124582	59.5949318781351	1
47	1	128737	129328	592	1436.06209375725	129203	129207	1195.16652781133	1
48	1	129846	129930	85	30.0778596366753	129888	129886	28.9851670170325	1
49	1	130483	130765	283	275.989832645473	130570	130588	1559.86323026	1
50	1	131991	132225	235	351.015756912438	132135	132140	319.92618923081	1
51	1	136740	136882	143	92.1925203124863	136811	136810	160.327060373589	1
52	1	138489	138653	165	120.397120756397	138570	138567	238.424279566775	1
53	1	139271	139714	444	129.952622547193	139634	139612	295.932214740087	1
54	1	141672	142060	389	865.230805300145	141919	141906	730.142690614414	1
55	1	143404	143620	217	189.386477051416	143527	143531	304.9320959845	1
56	1	152004	152106	103	37.0418186236657	152054	152048	41.012368347934	1
57	1	154718	154898	181	442.360379858248	154808	154809	248.092458813671	1
58	1	158679	158888	210	158.610146859425	158779	158782	328.006949189211	1
59	1	168997	169238	242	147.179929270082	169071	169070	552.734217126618	1
60	1	170793	170954	162	136.034490149554	170876	170876	143.186814330993	1
61	1	171854	171923	70	28.1858496643381	171888	171886	41.0328511956304	1
62	1	175172	175281	110	32.6208274603013	175223	175230	105.145222613135	1
63	1	180179	180314	136	71.5182167733125	180247	180250	69.9021534498446	1
64	1	180956	181424	469	235.556207268086	181037	181055	280.067710870552	1
65	1	184570	184800	231	225.874367071419	184660	184662	136.551105904015	1
66	1	187236	187326	91	43.6550092751361	187284	187287	10.476775805678	0
68	1	189724	191666	1943	2968.52343310975	190442	190413	2021.31410361908	1
69	1	192041	192118	78	16.1723943130875	192075	192074	66.0955569713982	1
70	1	192338	192571	234	203.126283666005	192416	192415	491.358046998157	1
71	1	198420	198550	131	56.0264837993875	198484	198475	200.600895851853	1
72	2	10488	10741	254	206.055517544724	10662	10643	247.87179383644	1
73	2	14044	14085	42	20.2644018448012	14063	14067	7.64064719435983	0
75	2	23771	23888	118	40.3412073725737	23822	23816	31.0678748218914	1
76	2	28532	29015	484	226.015239343678	28765	28773	443.101203018754	1
77	2	29349	29489	141	75.2251412388198	29423	29421	30.301897490415	1
78	2	36471	36544	74	25.8383969417454	36507	36500	9.96827089660164	0
79	2	45097	45488	392	341.59032758976	45396	45399	387.845080655134	1
80	2	47183	47237	55	18.1512694840067	47205	47198	33.3963367641945	1
81	2	48591	48789	199	181.16074351566	48674	48672	237.311090683309	1
82	2	49361	49574	214	158.809090214384	49457	49470	270.68693115268	1
83	2	60809	61011	203	111.288474985328	60897	60889	89.4542707442024	1
84	2	62640	62938	299	245.016257129772	62719	62773	232.422967628469	1
85	2	69482	69883	402	220.473072286913	69688	69674	402.440222858968	1
86	2	70323	70376	54	14.9712097289567	70350	70368	4.12682781112289	0
87	2	71100	71622	523	1624.170685075	71191	71194	1537.75284721096	1
88	2	74582	75279	698	1206.67051503669	75017	75015	863.486247641396	1
89	2	88096	88258	163	105.93784754188	88181	88179	106.921678864369	1
90	2	89774	89967	194	217.863293745898	89875	89873	163.58381738113	1
91	2	90482	90604	123	45.4503843294763	90540	90536	92.8270629985568	1
92	2	92173	92330	158	123.667989006318	92250	92253	64.2756777800461	1
93	2	101228	101785	558	282.808066691923	101319	101411	156.816869260156	1
94	2	107586	107753	168	191.454736302851	107662	107659	151.477709381316	1
95	2	111296	111445	150	127.664697513082	111372	111370	21.5393142140686	1
96	2	113463	113578	116	46.3871507343063	113520	113527	28.2227834492441	1
97	2	116899	117357	459	225.446535448158	117002	117067	407.258572161862	1
98	2	122158	122343	186	116.95461447019	122249	122234	130.269821485973	1
99	2	124827	125088	262	163.475354447848	125026	124984	295.069773526301	1
100	2	126084	126605	522	1053.14117753934	126499	126487	540.170133903899	1
101	2	132253	132425	173	98.9445793966447	132349	132349	160.6152290501	1
102	2	134712	134868	157	61.7393473290196	134802	134817	23.4526467235367	0
103	2	136005	136479	475	1643.1905743534	136381	136381	232.251045888077	1
104	2	137686	137844	159	135.550100379256	137757	137758	30.3752234988601	1
105	2	140738	141119	382	200.159033185779	141040	141039	137.470330422847	1
106	2	145836	146081	246	257.599390131387	145988	145993	212.17249751371	1
107	2	146914	147087	174	88.1918685094332	146991	146995	185.827091189503	1
108	2	151222	151469	248	331.373124473415	151321	151319	580.581098626605	1
109	2	153817	153882	66	13.7061276389997	153851	153842	72.8529512909894	1
110	2	159754	160133	380	182.639302826965	160063	159940	492.737939505122	1
111	2	164314	164484	171	154.678792464268	164399	164398	41.6382293715058	1
112	2	165341	165884	544	155.286333811979	165780	165689	221.787251687025	1
113	2	170168	170538	371	143.303885650223	170426	170414	282.508004269628	1
114	2	171246	171453	208	546.563321597688	171360	171358	229.246300120619	1
115	2	177712	177803	92	34.1220808474668	177756	177752	112.760242815837	1
116	2	181361	181516	156	86.6436174606033	181434	181435	53.2345095806722	1
117	2	182055	182293	239	223.396238317037	182139	182140	336.367546224545	1
118	2	191845	192020	176	194.109540857386	191933	191936	144.809973228902	1
119	2	193122	194065	944	1591.54394267026	193558	193581	668.195654973832	1
120	2	195960	196261	302	519.899294844071	196092	196094	281.718967734501	1
121	2	202225	202438	214	67.8218506864779	202384	202367	105.446942758504	1
122	2	202891	202963	73	26.3243318391325	202926	202932	32.2784107675234	1
123	2	203250	203301	52	18.964731407263	203274	203269	12.7156354117434	1
124	2	207039	207099	61	18.0395856572584	207070	207056	163.92780647384	1
125	2	209431	209525	95	37.0002208640717	209483	209483	67.603931836654	1
126	2	216414	216609	196	78.7718068973989	216484	216510	260.118206801542	1
127	2	217121	217461	341	197.014591863036	217205	217201	1212.01690739043	1
128	2	227325	227438	114	43.0378511121708	227381	227381	94.0685322839192	1
129	2	235988	236345	358	108.712375419902	236049	236170	273.701220116745	1
130	2	242585	242701	117	42.8915789378413	242643	242640	110.401791619569	1
131	2	251057	251598	542	658.307512950166	251389	251409	1048.91629904343	1
132	2	252694	252769	76	32.161288509596	252729	252722	9.81535355532049	0
133	2	254511	254617	107	66.2112794503374	254575	254576	12.2660729648269	0
135	2	256014	256176	163	100.359241202123	256078	256067	79.5469702670513	1
136	2	258000	258272	273	861.388046326247	258172	258183	498.387002552884	1
137	2	269938	270106	169	184.706499802248	270022	270026	170.30027323897	1
138	2	288170	288664	495	475.550546969166	288267	288272	505.718325262796	1
139	2	289130	289213	84	22.2571429355851	289171	289152	13.5176194111323	1
140	2	292144	292479	336	79.9455332586953	292431	292349	226.075854215397	1
141	2	297810	298204	395	178.393104336917	297918	297912	228.855064847678	1
142	2	301309	301828	520	1709.51274897122	301644	301619	1257.68093011538	1
143	2	307090	307571	482	206.59582165399	307401	307404	219.771639988344	1
144	2	307993	308283	291	211.090359329862	308142	308132	102.086233328365	1
145	2	310298	310340	43	27.5832253677612	310323	310322	6.40487832217607	0
146	2	311498	311729	232	70.3775014410818	311557	311589	232.748751390081	1
147	2	324144	324271	128	44.3116406453901	324205	324204	485.137729119767	1
148	2	326224	326372	149	107.576786372847	326300	326302	65.4624008993796	1
149	2	326880	326920	41	17.8681005251337	326902	326912	6.4181525360201	0
150	2	331646	331714	69	21.6633467950046	331679	331669	98.7990493700222	1
151	2	332568	332684	117	34.8535624318486	332629	332634	63.9744672268432	1
152	2	336930	337160	231	215.306339289673	337027	337029	129.795217236553	1
153	2	338411	338607	197	88.3137163852254	338508	338499	188.808042581647	1
154	2	339496	339560	65	28.9781948302489	339520	339527	7.86582054122508	0
155	2	340896	340972	77	28.4547583737176	340936	340943	25.0080185537393	1
156	2	341288	342005	718	1460.61425160729	341847	341846	367.121416571269	1
157	2	344224	344364	141	62.5471357333107	344296	344293	44.3906780570256	1
158	2	347499	347765	267	217.664591816406	347569	347671	93.6966329595883	1
159	2	350756	351087	332	712.72345770484	350871	350871	541.635094635361	1
160	2	351930	351979	50	32.5007098071855	351964	351966	0.397989933511287	0
161	2	356632	356721	90	27.5175976392587	356672	356664	101.019315180244	1
162	2	360404	360653	250	192.447087099874	360490	360484	195.467782366699	1
163	2	370993	371487	495	653.431384844867	371242	371239	245.97573377943	1
164	2	372342	372444	103	46.6849742723018	372391	372387	14.7109293583775	0
165	2	373256	373371	116	44.4917125080431	373313	373317	20.5414367613486	0
166	2	375887	376239	353	95.1431445654456	376028	376033	103.572192169444	1
167	2	378840	379076	237	101.684518927085	378999	378979	172.301086613088	1
168	2	379978	380188	211	107.141551007945	380044	380056	224.024047971693	1
169	2	381180	381396	217	178.565498841034	381269	381271	72.7928690303246	1
170	2	389817	389948	132	76.4749008031306	389885	389887	7.40096330487373	0
171	2	391648	391864	217	65.8602696893493	391806	391797	110.494552209474	1
172	2	392449	392791	343	332.311379675453	392700	392693	422.089340784026	1
173	2	393209	393327	119	27.2295438206783	393277	393292	124.281058094919	1
174	2	401002	401092	91	31.8848553458409	401050	401036	64.2156700457219	1
175	2	407335	407549	215	82.2044227514564	407488	407429	116.934337648036	1
176	2	408615	408831	217	91.9473679551205	408724	408719	103.73318252006	1
177	2	410706	410877	172	214.664394689968	410789	410787	113.446990754462	1
178	2	418220	418389	170	86.0095594534763	418298	418292	48.5200425361054	1
179	2	419359	420077	719	680.515171533579	419976	419906	207.277339724178	1
180	2	429335	429404	70	23.3812320405488	429370	429368	37.2694141880053	1
181	2	431222	431914	693	1319.56407283478	431431	431439	406.925252774421	1
182	2	435739	435935	197	126.320395391652	435833	435821	181.82348970077	1
183	2	444771	444858	88	32.2752176013836	444813	444819	80.0325218776414	1
184	2	447443	447560	118	45.3112422798936	447503	447503	45.0404356869748	1
185	2	449332	449488	157	39.8518442212607	449430	449411	372.474010225659	1
186	2	452111	452555	445	304.444864636085	452465	452451	627.253043056822	1
187	2	453415	453522	108	39.0993665922675	453469	453464	66.0149946583364	1
188	2	454570	454811	242	145.849766685412	454734	454738	149.090985494077	1
189	2	458587	458722	136	50.9187634482664	458650	458653	49.5923657079149	1
190	2	461913	462116	204	58.938029174687	462070	462068	80.3758518955465	1
191	2	466036	466505	470	511.931517309394	466155	466265	1000.74533793227	1
192	2	466907	467070	164	91.1075100851824	466991	466985	58.6522538222882	1
193	2	471085	471166	82	31.0902649148908	471127	471134	35.3239710139354	1
194	2	472086	472357	272	446.87745870582	472241	472239	449.650075937685	1
195	2	473520	473596	77	29.9153555647078	473558	473560	9.30624989879037	0
196	2	474061	474281	221	276.365419609159	474181	474183	501.896003902779	1
197	2	476697	477538	842	798.360037597871	476836	476874	963.965246445615	1
198	2	484650	484699	50	23.0626860748368	484677	484680	85.8040129537165	1
199	2	486720	486862	143	65.7109635907227	486787	486780	41.1504049397451	1
200	2	488622	488757	136	67.7711511539927	488697	488704	125.6364227477	1
201	2	490460	491200	741	546.936180445399	490581	490596	563.628155878652	1
202	2	492898	493150	253	584.949015821727	493028	493024	433.758706551612	1
203	2	494206	494340	135	78.20850290395	494272	494270	31.8623767286796	1
204	2	496899	497086	188	178.286852603666	496979	496975	308.453693268403	1
205	2	501533	502552	1020	3237.77896758984	501760	501764	1320.91554257943	1
206	2	504489	504767	279	244.865558808217	504655	504661	325.577977500433	1
207	2	505374	505535	162	82.8532560504399	505448	505449	40.3807129667121	1
208	2	515415	515672	258	496.209318748652	515534	515528	609.828799534147	1
209	2	526968	527124	157	211.318370417598	527050	527052	157.236389234106	1
210	2	528018	528172	155	182.351884763482	528090	528091	79.9170866038313	1
211	2	532329	532506	178	118.376647825883	532428	532429	193.859395301156	1
212	2	533395	533576	182	149.007921023859	533482	533490	285.077568000041	1
213	2	534947	535094	148	89.457859971382	535016	535006	69.7890167807254	1
214	2	537518	537743	226	129.57230362796	537657	537662	184.08417947901	1
215	2	539742	539902	161	105.450335325977	539828	539830	128.548309531868	1
217	2	549208	549631	424	162.945850142722	549281	549287	96.4601517330601	1
218	2	553310	553390	81	29.499506734475	553350	553351	30.9978182570938	1
219	2	554679	554982	304	165.07733895346	554892	554878	89.7123201358769	1
220	2	555376	555500	125	42.573821631387	555449	555454	41.6142773270986	1
221	2	555772	555977	206	136.567390517179	555888	555905	54.5090361907878	1
222	2	561220	561332	113	51.5301273795324	561284	561284	21.6302201962777	1
223	2	564895	565220	326	537.009944359197	565129	565129	530.86584647355	1
224	2	581525	581716	192	112.410592442147	581615	581600	107.147537536474	1
225	2	582184	582392	209	185.164855764066	582287	582293	288.25438084595	1
226	2	586284	586452	169	162.846575630057	586367	586362	291.222059760656	1
227	2	589296	589398	103	51.1041145002558	589351	589356	38.2675620120889	1
228	2	595638	595755	118	42.2462946055178	595691	595693	46.7346356654079	1
229	2	597179	597235	57	21.4129152483024	597207	597210	21.7264125015299	1
230	2	600144	600466	323	126.354347984137	600390	600381	110.930399931553	1
231	2	614148	614210	63	20.013970298099	614178	614189	24.4131480917087	1
232	2	615166	615253	88	32.8765381963398	615211	615202	39.4350844862084	1
233	2	618608	618860	253	245.900473066706	618773	618771	263.75380528311	1
234	2	625004	625207	204	598.051545409305	625110	625108	137.726404915878	1
235	2	628618	628808	191	49.8575095729761	628771	628738	74.9381319939903	1
236	2	632062	632125	64	23.7738395611309	632094	632093	11.0890646890053	0
237	2	633434	633562	129	49.7507106059353	633493	633486	182.035430530974	1
238	2	634676	635018	343	247.604798200707	634924	634886	643.594985360312	1
239	2	642482	643044	563	3909.30732514266	642667	642689	2265.25987165681	1
240	2	645238	645336	99	37.4447109060256	645285	645281	3.88967139288739	0
241	2	650063	650269	207	107.845574369492	650141	650141	207.881409360806	1
242	2	651079	651364	286	296.443528838552	651157	651188	390.101591218437	1
243	2	653147	653262	116	56.4089272709257	653201	653195	151.018996934966	1
244	2	662264	662902	639	756.948200960221	662607	662596	1647.10626755466	1
245	2	664817	664929	113	39.9090059319689	664876	664875	132.609447477725	1
246	2	666477	666664	188	85.1137228617165	666590	666600	433.65162540322	1
247	2	668767	668890	124	76.8665989517208	668832	668831	42.8525405922583	1
248	2	670392	670479	88	35.5703894371079	670438	670438	26.1036151624775	1
249	2	679266	679499	234	131.844238189901	679394	679391	205.330626503684	1
250	2	680042	680964	923	1345.62189413373	680355	680355	779.540993593101	1
251	2	681935	682225	291	517.271103523232	682031	682028	190.27763120887	1
252	2	682619	682701	83	28.9891475385506	682660	682664	7.12919542729656	0
253	2	683148	683205	58	20.2068458044641	683176	683163	31.1118838025509	1
254	2	684863	684958	96	37.2915822238441	684912	684917	40.7672176428912	1
255	2	686689	686817	129	59.1204670151133	686756	686757	100.270764771851	1
256	2	697459	698005	547	559.29991322826	697852	697837	1036.45506469655	1
257	2	700122	700294	173	265.054136684045	700205	700204	65.0754246127412	1
258	2	702082	703350	1269	2464.52174914888	702405	702392	1033.37603713141	1
259	2	704144	704389	246	183.3055832039	704228	704227	155.38950123531	1
260	2	706795	707296	502	740.812455164166	707159	707159	299.55744624326	1
261	2	711464	711520	57	17.8428875673385	711492	711511	38.8224672818156	1
262	2	716652	716756	105	37.8763973042675	716706	716716	71.8127609460894	1
263	2	718098	718870	773	2203.76909759173	718233	718244	1196.74240472783	1
264	2	721149	721295	147	53.9340738663096	721205	721209	60.5836174904666	1
266	2	723018	723245	228	100.070004394656	723185	723143	144.127291758359	1
267	2	727169	727250	82	26.5391127621008	727210	727204	22.398080704256	1
268	2	728206	728407	202	67.9361741078944	728326	728311	89.7846686023659	1
269	2	734646	734840	195	94.7764179491825	734742	734760	275.843325689701	1
270	2	735504	735713	210	179.609973584896	735581	735580	229.356650348134	1
271	2	736075	736279	205	104.274363699642	736187	736180	282.403703232974	1
272	2	738312	738587	276	343.959927154425	738424	738425	436.455654450756	1
273	2	739702	739860	159	160.866396757517	739785	739785	127.475204953228	1
275	2	741089	741297	209	470.68967700666	741188	741186	255.548718667397	1
276	2	744611	744832	222	173.543734316503	744714	744723	313.98367048608	1
277	2	749367	749511	145	65.9569046073463	749440	749455	67.0990064508477	1
278	2	760161	760361	201	359.170285775006	760268	760267	156.957580281257	1
279	2	760880	761199	320	368.09415186633	760969	760971	244.625328496304	1
280	2	767673	767876	204	129.471934647715	767784	767807	143.724866872971	1
281	2	768094	768190	97	43.964574180691	768138	768143	25.053554218748	1
282	2	770597	770882	286	149.108499238145	770665	770685	88.0264705523005	1
283	2	771138	771222	85	28.3652535804674	771181	771173	28.6833655684146	1
284	2	773666	773818	153	127.820071460303	773741	773737	59.3049472749761	1
285	2	786392	786615	224	120.019288527671	786515	786512	129.844318786787	1
286	2	786924	787034	111	52.5023915039354	786981	786982	60.5868333553444	1
287	2	788753	788883	131	60.5961131148548	788817	788814	66.4116332475794	1
288	2	792566	792755	190	124.715135536275	792678	792677	148.729290133133	1
289	2	798748	799243	496	151.970286644377	798836	798881	172.33984813145	1
290	2	799679	799776	98	36.9437270998872	799725	799719	8.35605054202808	0
291	2	800211	800351	141	44.6440525309668	800297	800298	127.393896555351	1
292	3	38975	39071	97	30.8533049584244	39020	39022	319.869108542787	1
293	3	39439	39624	186	198.748041059695	39510	39507	179.937257288883	1
294	3	40696	40996	301	351.227294677068	40791	40835	1280.06145070378	1
295	3	41851	42057	207	192.83386819733	41934	41929	237.267654753043	1
297	3	50302	50355	54	17.2483027675002	50329	50313	51.9651918637552	1
298	3	50762	51085	324	128.131366588534	50991	50947	239.654005572704	1
299	3	51445	51924	480	243.170214734373	51770	51755	351.231584791041	1
300	3	52398	52623	226	105.592237682962	52462	52492	160.127492227563	1
301	3	56673	56891	219	1083.56224886573	56787	56789	836.933893545192	1
302	3	61367	61611	245	186.250775363362	61496	61490	466.255782610817	1
303	3	63310	63436	127	56.4374477699128	63380	63386	53.0715650074149	1
304	3	68313	68533	221	73.4301605141085	68371	68377	439.044801018571	1
305	3	73892	74683	792	822.043615897921	74162	74161	1124.80280632824	1
306	3	77959	78453	495	1641.93844881131	78149	78145	1035.25734483936	1
307	3	83342	83521	180	209.291161691967	83432	83426	80.6495586911225	1
308	3	90945	91266	322	535.909732318981	91175	91172	891.073169052553	1
309	3	94375	94474	100	37.7928396468774	94424	94430	91.1516202591865	1
310	3	95991	96155	165	144.318415480744	96075	96076	195.948661931526	1
311	3	103419	103501	83	28.3972023333805	103457	103449	73.3650588658694	1
312	3	105574	105807	234	90.9179421200093	105762	105712	381.295960261269	1
313	3	111712	111780	69	21.4865824735435	111748	111734	36.8963655489487	1
314	3	131948	132044	97	39.3054400719735	131998	131997	43.9893686765313	1
315	3	133337	133477	141	85.3488318827725	133404	133405	53.7340341230127	1
316	3	133701	133778	78	56.2662040632561	133761	133761	4.99156073205967	0
317	3	137277	137427	151	52.2876105809671	137346	137344	120.280382108216	1
318	3	147726	147801	76	30.210539508035	147761	147756	67.6912833196911	1
319	3	151816	151953	138	118.575864797737	151877	151879	100.821592626348	1
320	3	152564	152652	89	37.1111160315622	152602	152607	17.5319953730919	1
321	3	155066	155228	163	185.564166888339	155146	155141	136.840871593226	1
322	3	157520	157720	201	83.9159665315117	157585	157593	79.7943699303472	1
323	3	163306	163786	481	688.11855623834	163440	163445	370.745702331688	1
324	3	164332	164429	98	42.2583095899721	164380	164383	61.6835267325875	1
325	3	166460	166584	125	54.8848269037383	166523	166527	61.1409744758607	1
326	3	172502	172768	267	868.274998355377	172651	172651	687.144243785748	1
327	3	173444	173659	216	230.04941721816	173535	173536	185.088683417702	1
328	3	175503	175570	68	26.2010273575588	175537	175536	9.66799204684579	0
330	3	176971	177042	72	26.2885605026646	177007	177011	25.4990509765987	1
331	3	178872	179010	139	71.6384873305891	178943	178946	42.3311984036448	1
332	3	186037	186222	186	244.751444620842	186127	186123	236.641778284372	1
333	3	190336	190490	155	154.079169900561	190414	190416	375.408444967063	1
334	3	197034	197537	504	1181.70130926158	197287	197296	438.789275046618	1
335	3	205468	205845	378	147.315643065738	205777	205748	352.01350953002	1
336	3	206645	206854	210	464.556385595409	206748	206753	375.918911181317	1
337	3	207919	208134	216	244.894682870874	208014	208002	252.785906214901	1
338	3	209704	209934	231	470.629481371655	209841	209841	277.412662556075	1
339	3	210464	210739	276	956.158702235157	210595	210602	721.312228858706	1
340	3	211107	212663	1557	3499.81678793004	211763	211758	2625.17937487033	1
341	3	213253	213348	96	38.511911917176	213295	213277	33.2208136746444	1
342	3	213861	213998	138	76.9843506270633	213926	213926	279.517464217041	1
343	3	214839	215003	165	112.867886127813	214924	214924	295.604405187614	1
344	3	216400	216616	217	86.1189980151853	216534	216526	466.057093218322	1
346	3	222556	222616	61	22.6204412979222	222587	222584	5.83743903394456	0
347	3	223393	223529	137	62.2515574603545	223463	223466	188.008324755103	1
348	3	224271	224436	166	84.5192587746123	224355	224349	160.445254852263	1
349	3	224748	225620	873	4272.9827713346	225200	225189	2278.85115907001	1
350	3	225911	226175	265	196.609180698742	226038	226048	94.9873113517629	1
351	3	228102	228137	36	14.8324620090028	228120	228117	18.4776520480532	1
352	3	228588	229071	484	286.023897783441	228814	228821	1108.70980807762	1
353	3	236452	237008	557	570.330940406064	236910	236907	1071.7368536371	1
354	3	238666	238859	194	173.36551338926	238765	238777	186.297832360097	1
355	3	240629	240780	152	50.6028570772225	240697	240699	264.284416349464	1
356	3	242455	242607	153	87.5872403732852	242539	242552	251.139796866212	1
357	3	246611	246988	378	1184.16069528936	246760	246762	724.375160417201	1
358	3	247403	247428	26	20.1350295146334	247412	247413	3.62754045044686	0
359	3	248716	248907	192	153.883019044431	248804	248797	148.090281435348	1
360	3	250050	250142	93	30.8634690074682	250087	250081	91.3440882380177	1
361	3	252611	252825	215	193.50397115782	252690	252691	531.557758964524	1
362	3	253353	253465	113	52.1796286250396	253409	253407	11.5796282421917	0
363	3	254196	254307	112	39.7513867197089	254252	254255	77.7832950497472	1
364	3	258655	258837	183	150.398641381736	258727	258724	209.999361231242	1
365	3	259418	259525	108	37.6026037351805	259474	259469	86.9776438574376	1
366	3	262686	262992	307	131.638043997461	262864	262859	518.537374707097	1
367	3	264813	264922	110	49.7488596705249	264871	264868	71.381904666153	1
368	3	266287	266337	51	21.5366140595049	266312	266311	8.90944336592681	0
369	3	266967	267043	77	30.0387807590155	267003	267002	167.525030160176	1
370	3	272955	273013	59	17.5845372366318	272980	272978	162.588354880136	1
371	3	273642	273736	95	40.2940889981753	273690	273689	9.12471937241344	0
372	3	274089	274308	220	312.48618868327	274201	274209	312.523916100721	1
373	3	289296	289445	150	65.5060730999034	289360	289356	176.4757754152	1
374	3	293705	293872	168	183.017014342957	293789	293792	83.7757188062554	1
375	3	294265	294403	139	180.544647628848	294357	294349	55.828742889848	1
376	3	299092	299422	331	111.306952148005	299346	299305	201.444722149074	1
377	3	304050	304128	79	27.5668405659624	304089	304101	18.8837686506641	1
378	3	310045	310127	83	29.4313923154652	310086	310093	42.0258795596651	1
379	3	310696	310859	164	106.747607594315	310773	310765	168.987226449338	1
380	4	19307	19425	119	47.3028003817908	19377	19388	63.1740732011396	1
381	4	19925	20519	595	480.270850467734	20028	20149	630.134640300984	1
383	4	22457	22612	156	90.857867197738	22536	22539	151.580210198284	1
384	4	28825	28964	140	80.8440094451232	28885	28885	111.122391586839	1
385	4	32016	32216	201	88.2371359484213	32093	32112	659.691384816207	1
386	4	34125	34278	154	142.754294672478	34204	34203	199.291269760591	1
387	4	35252	35395	144	115.101836279674	35329	35329	52.3479049888451	1
388	4	36642	36767	126	47.157316866719	36705	36727	160.358698298925	1
389	4	42467	42624	158	66.3235105108753	42548	42536	36.8858928804969	1
390	4	46191	46483	293	319.697150963036	46370	46369	489.213600709585	1
392	4	47882	48057	176	97.4100735549453	47975	47979	226.840421510876	1
393	4	52170	52371	202	325.27339132502	52257	52254	574.422181267263	1
394	4	56793	56929	137	66.6518261960023	56861	56854	137.715628912103	1
395	4	60941	61489	549	248.11594605589	61024	61124	183.811972686204	1
396	4	62082	63179	1098	822.838842083968	62429	62605	703.538852243599	1
397	4	70396	70491	96	36.9482176299658	70441	70442	29.6616436211222	1
398	4	73463	73592	130	70.6416460034879	73527	73529	25.4371666111738	1
399	4	74198	74277	80	23.2022224540485	74232	74232	34.7121122316976	1
400	4	76788	77250	463	180.852120173524	77180	76968	205.225935797382	1
401	4	77981	78037	57	21.3997172749615	78009	78002	12.9249425787226	1
402	4	82472	82614	143	104.268416563782	82540	82538	11.5616639591931	0
403	4	83727	84001	275	362.958973292374	83919	83917	161.257154803179	1
404	4	87314	87531	218	616.273053864627	87444	87444	299.731812042158	1
405	4	89886	89915	30	17.4277066836295	89900	89896	44.4526760606253	1
406	4	93979	94508	530	271.968064085074	94076	94105	530.412927599214	1
407	4	98165	98417	253	783.349748991255	98319	98325	187.036071629745	1
408	4	99344	99378	35	14.1562911999189	99361	99355	6.56485685392809	0
409	4	103426	103588	163	144.582045000787	103504	103500	113.663101034579	1
410	4	104667	104929	263	474.771311255288	104817	104817	443.022456349129	1
